"dept_name","gender","emp_no","from_date","to_date","calendar_year","salary","active"
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",82871,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",92165,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",103014,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",113407,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",89204,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",109485,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",100604,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",99647,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",86797,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",97286,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",101592,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1993",101843,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",101592,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",97286,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",109485,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",103014,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",100604,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",99647,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",101843,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",89204,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",113407,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",82871,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",86797,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1994",92165,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",92165,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",113407,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",100604,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",109485,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",101592,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",103014,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",99647,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",101843,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",89204,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",82871,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",86797,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1995",97286,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",109485,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",86797,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",82871,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",89204,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",92165,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",97286,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",99647,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",100604,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",101843,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",103014,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",101592,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1996",113407,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",82871,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",92165,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",86797,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",100604,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",101592,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",109485,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",113407,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",89204,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",99647,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",101843,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",103014,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1997",97286,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",103014,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",109485,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",101843,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",97286,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",99647,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",86797,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",82871,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",89204,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",113407,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",101592,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",92165,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1998",100604,1
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",101843,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",103014,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",100604,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",101592,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",82871,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",89204,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",97286,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",86797,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",92165,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",109485,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",99647,0
"Marketing","M",110022,"1995-12-30","1998-12-29","1999",113407,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",101592,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",100604,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",99647,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",92165,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",97286,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",113407,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",86797,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",89204,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",82871,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",101843,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",103014,0
"Marketing","M",110022,"1995-12-30","1998-12-29","2000",109485,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1990",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1991",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1992",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1993",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1994",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1995",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",106901,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1996",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",78405,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",81872,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",97250,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",106901,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",83722,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",96993,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",91503,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",85016,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",109115,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",111491,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",95469,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",101350,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1997",88421,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",83722,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",85016,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",97250,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",109115,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",96993,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",111491,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",95469,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",101350,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",91503,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",81872,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",106901,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",78405,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1998",88421,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",106901,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",95469,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",96993,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",78405,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",83722,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",88421,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",101350,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",81872,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",85016,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",91503,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",109115,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",111491,1
"Marketing","M",110039,"1997-04-09","1999-01-01","1999",97250,1
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",101350,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",91503,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",97250,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",96993,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",85016,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",88421,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",111491,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",81872,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",95469,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",83722,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",78405,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",109115,0
"Marketing","M",110039,"1997-04-09","1999-01-01","2000",106901,0
"Marketing","M",110040,"1991-12-31","1997-12-29","1990",81872,0
"Marketing","M",110040,"1991-12-31","1997-12-29","1991",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1992",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1993",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1994",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1995",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1996",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1997",81872,1
"Marketing","M",110040,"1991-12-31","1997-12-29","1998",81872,0
"Marketing","M",110040,"1991-12-31","1997-12-29","1999",81872,0
"Marketing","M",110040,"1991-12-31","1997-12-29","2000",81872,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1990",84500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1990",82500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1990",83500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1991",83500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1991",84500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1991",82500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1992",83500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1992",82500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1992",84500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1993",82500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1993",84500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1993",83500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1994",84500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1994",82500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1994",83500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1995",84500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1995",83500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1995",82500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1996",84500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1996",82500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1996",83500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1997",83500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1997",84500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1997",82500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1998",82500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1998",84500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1998",83500,1
"Marketing","F",110041,"1993-08-02","1998-08-01","1999",82500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1999",84500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","1999",83500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","2000",82500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","2000",84500,0
"Marketing","F",110041,"1993-08-02","1998-08-01","2000",83500,0
"Marketing","M",110042,"1993-12-30","2000-12-28","1990",85000,0
"Marketing","M",110042,"1993-12-30","2000-12-28","1991",85000,0
"Marketing","M",110042,"1993-12-30","2000-12-28","1992",85000,0
"Marketing","M",110042,"1993-12-30","2000-12-28","1993",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","1994",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","1995",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","1996",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","1997",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","1998",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","1999",85000,1
"Marketing","M",110042,"1993-12-30","2000-12-28","2000",85000,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1990",85722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1990",83722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1990",84722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1991",84722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1991",85722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1991",83722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1992",84722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1992",83722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1992",85722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1993",83722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1993",85722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1993",84722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1994",85722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1994",83722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1994",84722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1995",85722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1995",84722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1995",83722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1996",85722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1996",83722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1996",84722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1997",84722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1997",85722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1997",83722,1
"Marketing","F",110043,"1992-11-20","1997-11-19","1998",83722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1998",85722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1998",84722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1999",83722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1999",85722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","1999",84722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","2000",83722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","2000",85722,0
"Marketing","F",110043,"1992-11-20","1997-11-19","2000",84722,0
"Marketing","F",110044,"1995-10-13","2000-10-11","1990",86722,0
"Marketing","F",110044,"1995-10-13","2000-10-11","1991",86722,0
"Marketing","F",110044,"1995-10-13","2000-10-11","1992",86722,0
"Marketing","F",110044,"1995-10-13","2000-10-11","1993",86722,0
"Marketing","F",110044,"1995-10-13","2000-10-11","1994",86722,0
"Marketing","F",110044,"1995-10-13","2000-10-11","1995",86722,1
"Marketing","F",110044,"1995-10-13","2000-10-11","1996",86722,1
"Marketing","F",110044,"1995-10-13","2000-10-11","1997",86722,1
"Marketing","F",110044,"1995-10-13","2000-10-11","1998",86722,1
"Marketing","F",110044,"1995-10-13","2000-10-11","1999",86722,1
"Marketing","F",110044,"1995-10-13","2000-10-11","2000",86722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1990",89722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1990",87722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1990",88722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1991",88722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1991",89722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1991",87722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1992",88722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1992",87722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1992",89722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1993",87722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1993",89722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1993",88722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1994",89722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1994",87722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1994",88722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","1995",89722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1995",88722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1995",87722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1996",89722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1996",87722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1996",88722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1997",88722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1997",89722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1997",87722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1998",87722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1998",89722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1998",88722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1999",87722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1999",89722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","1999",88722,1
"Marketing","M",110045,"1995-02-04","1999-01-01","2000",87722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","2000",89722,0
"Marketing","M",110045,"1995-02-04","1999-01-01","2000",88722,0
"Marketing","F",110046,"1996-12-29","2002-12-28","1990",90722,0
"Marketing","F",110046,"1996-12-29","2002-12-28","1991",90722,0
